Geneid;Chr;Start;End;Strand;Length;Description
ADAMTS7P4;chr15;85255369;85255741;-;5602;ADAMTS7 pseudogene 4
ADAMTS8;chr11;130404923;130406128;-;4141;ADAM metallopeptidase with thrombospondin type 1 motif 8
ADAMTS9;chr3;64515654;64517121;-;10680;ADAM metallopeptidase with thrombospondin type 1 motif 9
ADAMTS9-AS1;chr3;64561322;64561768;+;7003;ADAMTS9 antisense RNA 1
ADAMTS9-AS2;chr3;64684909;64685338;+;11126;ADAMTS9 antisense RNA 2
ADAMTSL1;chr9;17906563;17906922;+;13446;ADAMTS like 1
ADAMTSL2;chr9;133532164;133532570;+;4677;ADAMTS like 2
ADAMTSL3;chr15;83654088;83654276;+;9752;ADAMTS like 3
ADAMTSL4;chr1;150549369;150549499;+;6432;ADAMTS like 4
ADAMTSL4-AS1;chr1;150560202;150562115;-;1914;ADAMTSL4 antisense RNA 1
ADAMTSL4-AS2;chr1;150548562;150548750;-;665;ADAMTSL4 antisense RNA 2
ADAMTSL5;chr19;1505022;1506316;-;3621;ADAMTS like 5
ADAP1;chr7;897900;898949;-;5063;ArfGAP with dual PH domains 1
ADAP2;chr17;30906344;30906644;+;3750;ArfGAP with dual PH domains 2
ADAR;chr1;154581695;154585043;-;12242;adenosine deaminase RNA specific
ADARB1;chr21;45073853;45073903;+;10049;adenosine deaminase RNA specific B1
ADARB2;chr10;1177313;1183369;-;10567;adenosine deaminase RNA specific B2 (inactive)
ADARB2-AS1;chr10;1526637;1526899;+;1234;ADARB2 antisense RNA 1
ADAT1;chr16;75596868;75600348;-;6118;adenosine deaminase tRNA specific 1
ADAT2;chr6;143422832;143428506;-;7197;adenosine deaminase tRNA specific 2
ADAT3;chr19;1905399;1905439;+;2216;adenosine deaminase tRNA specific 3
ADCK1;chr14;77800109;77800170;+;5293;aarF domain containing kinase 1
ADCK2;chr7;140672945;140674263;+;3110;aarF domain containing kinase 2
ADCK5;chr8;144373101;144373260;+;2742;aarF domain containing kinase 5
ADCY1;chr7;45574140;45574188;+;13966;adenylate cyclase 1
ADCY10;chr1;167809386;167809839;-;6141;adenylate cyclase 10
ADCY10P1;chr6;41101022;41101178;+;5804;ADCY10 pseudogene 1
ADCY2;chr5;7396138;7396506;+;17608;adenylate cyclase 2
ADCY3;chr2;24819169;24820114;-;6456;adenylate cyclase 3
ADCY4;chr14;24318349;24318568;-;8067;adenylate cyclase 4
ADCY5;chr3;123282296;123284736;-;9218;adenylate cyclase 5
ADCY6;chr12;48766194;48768716;-;8462;adenylate cyclase 6
ADCY7;chr16;50246137;50246203;+;8595;adenylate cyclase 7
ADCY8;chr8;130780301;130780877;-;4444;adenylate cyclase 8
ADCY9;chr16;3953387;3953516;-;10613;adenylate cyclase 9
ADCYAP1;chr18;904871;905060;+;3877;adenylate cyclase activating polypeptide 1
ADCYAP1R1;chr7;31052308;31052678;+;6985;ADCYAP receptor type I
ADD1;chr4;2843844;2844024;+;13240;adducin 1
ADD2;chr2;70607618;70607833;-;12673;adducin 2
ADD3;chr10;109996368;109996446;+;6539;adducin 3
ADD3-AS1;chr10;109940104;109941669;-;9085;ADD3 antisense RNA 1
ADGB;chr6;146598967;146599114;+;7771;androglobin
ADGRA1;chr10;133087924;133088138;+;4357;adhesion G protein-coupled receptor A1
ADGRA1-AS1;chr10;133083073;133085393;-;5419;ADGRA1 antisense RNA 1
ADGRA2;chr8;37784191;37784330;+;7084;adhesion G protein-coupled receptor A2
ADGRA3;chr4;22345071;22345345;-;9261;adhesion G protein-coupled receptor A3
ADGRA3P1;chr18;12073232;12076596;-;3423;ADGRA3 pseudogene 1
ADGRB1;chr8;142449430;142450104;+;7356;adhesion G protein-coupled receptor B1
ADGRB2;chr1;31727117;31727605;-;7756;adhesion G protein-coupled receptor B2
ADGRB3;chr6;68635282;68636000;+;7635;adhesion G protein-coupled receptor B3
ADGRB3-DT;chr6;68627879;68628590;-;6233;ADGRB3 divergent transcript
ADGRD1;chr12;130953907;130954531;+;14718;adhesion G protein-coupled receptor D1
ADGRD1-AS1;chr12;130990138;130991137;-;1277;ADGRD1 antisense RNA 1
ADGRD2;chr9;124450451;124450510;+;5735;adhesion G protein-coupled receptor D2
ADGRE1;chr19;6887566;6887639;+;3707;adhesion G protein-coupled receptor E1
ADGRE2;chr19;14732392;14736244;-;8642;adhesion G protein-coupled receptor E2
ADGRE3;chr19;14619117;14619471;-;2837;adhesion G protein-coupled receptor E3
ADGRE4P;chr19;6952500;6953318;-;3321;adhesion G protein-coupled receptor E4, pseudogene
ADGRE5;chr19;14380501;14380616;+;5382;adhesion G protein-coupled receptor E5
ADGRF1;chr6;46997708;47000295;-;12383;adhesion G protein-coupled receptor F1
ADGRF2;chr6;47656487;47656594;+;2852;adhesion G protein-coupled receptor F2
ADGRF3;chr2;26308173;26309107;-;5761;adhesion G protein-coupled receptor F3
ADGRF5;chr6;46852522;46854071;-;6601;adhesion G protein-coupled receptor F5
ADGRF5P1;chr9;62860873;62862007;-;1489;adhesion G protein-coupled receptor F5 pseudogene 1
ADGRG1;chr16;57610652;57610912;+;9011;adhesion G protein-coupled receptor G1
ADGRG2;chrX;18989307;18991048;-;10157;adhesion G protein-coupled receptor G2
ADGRG3;chr16;57668277;57668405;+;3240;adhesion G protein-coupled receptor G3
ADGRG4;chrX;136300963;136301000;+;10076;adhesion G protein-coupled receptor G4
ADGRG5;chr16;57542643;57542701;+;5630;adhesion G protein-coupled receptor G5
ADGRG6;chr6;142301854;142302331;+;8473;adhesion G protein-coupled receptor G6
ADGRL1;chr19;14147743;14151615;-;8487;adhesion G protein-coupled receptor L1
ADGRL1-AS1;chr19;14137146;14137223;+;3219;ADGRL1 antisense RNA 1
ADGRL2;chr1;81306147;81306509;+;24178;adhesion G protein-coupled receptor L2
ADGRL3;chr4;61200326;61201765;+;14923;adhesion G protein-coupled receptor L3
ADGRL3-AS1;chr4;62071752;62071779;-;947;ADGRL3 antisense RNA 1
ADGRL4;chr1;78889764;78891216;-;5798;adhesion G protein-coupled receptor L4
ADGRV1;chr5;90529344;90529515;+;33822;adhesion G protein-coupled receptor V1
ADH1A;chr4;99276369;99276648;-;2231;alcohol dehydrogenase 1A (class I), alpha polypeptide
ADH1B;chr4;99304971;99307864;-;10770;alcohol dehydrogenase 1B (class I), beta polypeptide
ADH4;chr4;99123657;99124466;-;2453;alcohol dehydrogenase 4 (class II), pi polypeptide
ADH5;chr4;99070978;99072441;-;4866;alcohol dehydrogenase 5 (class III), chi polypeptide
ADH5P3;chr1;240170155;240171291;+;1137;ADH5 pseudogene 3
ADH5P4;chr6;65836930;65838039;-;1110;ADH5 pseudogene 4
ADH6;chr4;99202638;99205063;-;4401;alcohol dehydrogenase 6 (class V)
ADHFE1;chr8;66432492;66432575;+;3378;alcohol dehydrogenase iron containing 1
ADI1;chr2;3497366;3499082;-;5350;acireductone dioxygenase 1
ADIPOR1;chr1;202940826;202941701;-;3113;adiponectin receptor 1
ADIPOR2;chr12;1688574;1688717;+;5831;adiponectin receptor 2
ADIRF-AS1;chr10;86965345;86967549;-;5748;ADIRF antisense RNA 1
ADK;chr10;74151202;74151343;+;4658;adenosine kinase
ADM;chr11;10305073;10305229;+;2325;adrenomedullin
ADM-DT;chr11;10302657;10303050;-;803;ADM divergent transcript
ADM2;chr22;50481543;50481763;+;4289;adrenomedullin 2
ADM5;chr19;49689594;49689911;+;788;adrenomedullin 5 (putative)
ADNP;chr20;50888916;50894512;-;8482;activity dependent neuroprotector homeobox
ADNP-AS1;chr20;50930984;50931054;+;1049;ADNP antisense RNA 1
ADNP2;chr18;80109262;80109472;+;5657;ADNP homeobox 2
ADO;chr10;62804720;62808479;+;3760;2-aminoethanethiol dioxygenase
ADORA1;chr1;203090654;203090734;+;4191;adenosine A1 receptor
ADORA2A;chr22;24417879;24418259;+;4190;adenosine A2a receptor
ADORA2A-AS1;chr22;24429206;24430364;-;4031;ADORA2A antisense RNA 1
ADORA2B;chr17;15945130;15945583;+;2338;adenosine A2b receptor
ADORA2BP1;chr1;209744373;209745214;+;842;adenosine A2b receptor pseudogene 1
ADORA3;chr1;111499429;111500556;-;2560;adenosine A3 receptor
ADPGK;chr15;72751294;72752895;-;6006;ADP dependent glucokinase
ADPGK-AS1;chr15;72782835;72785196;+;5050;ADPGK antisense RNA 1
ADPRH;chr3;119579268;119580636;+;4615;ADP-ribosylarginine hydrolase
ADPRHL1;chr13;113399611;113408220;-;11007;ADP-ribosylhydrolase like 1
ADPRM;chr17;10697594;10697667;+;1945;ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
ADPRS;chr1;36088892;36089115;+;1651;ADP-ribosylserine hydrolase
ADRA1A;chr8;26748150;26748748;-;6749;adrenoceptor alpha 1A
ADRA1B;chr5;159865080;159865206;+;3147;adrenoceptor alpha 1B
ADRA1D;chr20;4220630;4222130;-;3004;adrenoceptor alpha 1D
ADRA2A;chr10;111077029;111080907;+;3879;adrenoceptor alpha 2A
ADRA2B;chr2;96112876;96116571;-;3696;adrenoceptor alpha 2B
ADRA2C;chr4;3766348;3767616;+;2179;adrenoceptor alpha 2C
ADRB1;chr10;114043866;114046904;+;3039;adrenoceptor beta 1
ADRB2;chr5;148826611;148828623;+;2013;adrenoceptor beta 2
ADRB3;chr8;37962990;37964239;-;2876;adrenoceptor beta 3
ADRM1;chr20;62302093;62302142;+;2142;ADRM1 26S proteasome ubiquitin receptor
ADSL;chr22;40346461;40346711;+;12109;adenylosuccinate lyase
ADSS1;chr14;104724229;104724462;+;5732;adenylosuccinate synthase 1
ADSS2;chr1;244408494;244409638;-;3441;adenylosuccinate synthase 2
ADTRP;chr6;11712054;11712234;-;3947;androgen dependent TFPI regulating protein
AEBP1;chr7;44104345;44104918;+;4971;AE binding protein 1
AEBP2;chr12;19404045;19404216;+;6768;AE binding protein 2
AEN;chr15;88621337;88621382;+;5976;apoptosis enhancing nuclease
AFAP1;chr4;7758714;7763791;-;10017;actin filament associated protein 1
AFAP1-AS1;chr4;7754077;7754159;+;12180;AFAP1 antisense RNA 1
AFAP1L1;chr5;149271859;149271984;+;6568;actin filament associated protein 1 like 1
AFAP1L2;chr10;114294824;114296068;-;5873;actin filament associated protein 1 like 2
AFDN;chr6;167826893;167827237;+;13749;afadin, adherens junction formation factor
AFDN-DT;chr6;167822103;167824806;-;4731;AFDN divergent transcript
AFF1;chr4;86935002;86935240;+;10953;AF4/FMR2 family member 1
AFF2;chrX;148500617;148501144;+;14241;AF4/FMR2 family member 2
AFF2-IT1;chrX;148546878;148547166;+;443;AFF2 intronic transcript 1
AFF3;chr2;99545419;99551595;-;15701;AF4/FMR2 family member 3
AFF4;chr5;132875395;132881186;-;11281;AF4/FMR2 family member 4
AFF4-DT;chr5;132963770;132964164;+;395;AFF4 divergent transcript
AFG1L;chr6;108294991;108295218;+;8353;AFG1 like ATPase
AFG3L1P;chr16;89972581;89972765;+;9537;AFG3 like matrix AAA peptidase subunit 1, pseudogene
AFG3L2;chr18;12328944;12329783;-;7133;AFG3 like matrix AAA peptidase subunit 2
AFMID;chr17;78187358;78187433;+;4008;arylformamidase
AFP;chr4;73431138;73431283;+;3201;alpha fetoprotein
AFTPH;chr2;64524299;64524612;+;6514;aftiphilin
AFTPH-DT;chr2;64522187;64524110;-;1924;AFTPH divergent transcript
AGA;chr4;177430774;177431808;-;2605;aspartylglucosaminidase
AGA-DT;chr4;177442519;177442581;+;6016;AGA divergent transcript
AGAP1;chr2;235494043;235494849;+;13947;ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
AGAP1-IT1;chr2;235505553;235505634;+;746;AGAP1 intronic transcript 1
AGAP10P;chr10;45678692;45679040;+;2418;ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene
AGAP12P;chr10;48009873;48011645;-;2400;ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
AGAP13P;chr10;46816516;46816738;+;2061;ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene
AGAP14P;chr10;46337224;46337446;+;2060;ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene
AGAP2;chr12;57723761;57726794;-;7224;ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
AGAP3;chr7;151085831;151086060;+;11299;ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
AGAP4;chr10;45825594;45827390;-;3217;ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
AGAP5;chr10;73674287;73676074;-;3061;ArfGAP with GTPase domain, ankyrin repeat and PH domain 5
AGAP6;chr10;49982190;49982412;+;5616;ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
AGAP7P;chr10;46109621;46109843;+;2062;ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
AGAP9;chr10;47501854;47503543;-;2387;ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
AGBL1;chr15;86079871;86080023;+;16503;AGBL carboxypeptidase 1
AGBL1-AS1;chr15;86295649;86297074;-;2440;AGBL1 antisense RNA 1
AGBL2;chr11;47659591;47660346;-;5477;AGBL carboxypeptidase 2
AGBL3;chr7;134986508;134986701;+;7307;AGBL carboxypeptidase 3
AGBL4;chr1;48532854;48534293;-;7501;AGBL carboxypeptidase 4
AGBL4-IT1;chr1;49374201;49374344;-;514;AGBL4 intronic transcript 1
AGBL5;chr2;27042364;27042548;+;5283;AGBL carboxypeptidase 5
AGBL5-IT1;chr2;27061038;27061206;+;339;AGBL5 intronic transcript 1
AGER;chr6;32180968;32181239;-;2075;advanced glycosylation end-product specific receptor
AGFG1;chr2;227472152;227472588;+;9324;ArfGAP with FG repeats 1
AGFG2;chr7;100539203;100539567;+;5487;ArfGAP with FG repeats 2
AGGF1;chr5;77029251;77029477;+;5032;angiogenic factor with G-patch and FHA domains 1
AGGF1P1;chr4;190041342;190043414;+;2073;angiogenic factor with G-patch and FHA domains 1 pseudogene 1
AGGF1P2;chr10;133640789;133642894;+;2106;angiogenic factor with G-patch and FHA domains 1 pseudogene 2
AGGF1P3;chr3;75653561;75654773;-;1213;angiogenic factor with G-patch and FHA domains 1 pseudogene 3
AGK;chr7;141551278;141551434;+;10697;acylglycerol kinase
AGK-DT;chr7;141500079;141501300;-;2298;AGK divergent transcript
AGKP1;chrY;14639096;14640358;+;1263;AGK pseudogene 1
AGL;chr1;99850361;99850415;+;8157;amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
AGMAT;chr1;15571699;15573724;-;3095;agmatinase
AGMO;chr7;15200317;15201359;-;3588;alkylglycerol monooxygenase
AGO1;chr1;35869808;35869903;+;14043;argonaute RISC component 1
AGO2;chr8;140520156;140532152;-;15847;argonaute RISC catalytic component 2
AGO3;chr1;35930718;35930798;+;21153;argonaute RISC catalytic component 3
AGO4;chr1;35808016;35808435;+;7423;argonaute RISC component 4
AGPAT1;chr6;32168212;32169448;-;3593;1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT2;chr9;136673143;136673927;-;1832;1-acylglycerol-3-phosphate O-acyltransferase 2
AGPAT3;chr21;43865223;43865345;+;12315;1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT4;chr6;161129967;161136634;-;14253;1-acylglycerol-3-phosphate O-acyltransferase 4
AGPAT5;chr8;6708642;6708887;+;6236;1-acylglycerol-3-phosphate O-acyltransferase 5
AGPS;chr2;177392746;177393049;+;15223;alkylglycerone phosphate synthase
AGR2;chr7;16791811;16792957;-;2764;anterior gradient 2, protein disulphide isomerase family member
AGRN;chr1;1020120;1020373;+;10761;agrin
AGRP;chr16;67482571;67482818;-;498;agouti related neuropeptide
AGT;chr1;230690776;230694439;-;12703;angiotensinogen
AGTPBP1;chr9;85546539;85547286;-;4939;ATP/GTP binding carboxypeptidase 1
AGTR1;chr3;148697784;148698127;+;3478;angiotensin II receptor type 1
AGTRAP;chr1;11736084;11736235;+;2435;angiotensin II receptor associated protein
AHCTF1;chr1;246839098;246840998;-;9579;AT-hook containing transcription factor 1
AHCTF1P1;chr2;161500885;161507705;-;6821;AT-hook containing transcription factor 1 pseudogene 1
AHCY;chr20;34280268;34281165;-;3894;adenosylhomocysteinase
AHCYL1;chr1;109984765;109985172;+;5035;adenosylhomocysteinase like 1
AHCYL2;chr7;129225030;129225439;+;6851;adenosylhomocysteinase like 2
AHCYP2;chr9;120720673;120721972;+;1300;adenosylhomocysteinase pseudogene 2
AHCYP3;chr2;104395002;104396280;-;1279;adenosylhomocysteinase pseudogene 3
AHCYP5;chr2;195582794;195584031;-;1238;adenosylhomocysteinase pseudogene 5
AHCYP7;chr15;50417385;50418692;+;1308;adenosylhomocysteinase pseudogene 7
AHDC1;chr1;27534035;27534916;-;8297;AT-hook DNA binding motif containing 1
AHI1;chr6;135283407;135285647;-;31596;Abelson helper integration site 1
AHI1-DT;chr6;135497422;135498000;+;16311;AHI1 divergent transcript
AHNAK;chr11;62433542;62433891;-;19466;AHNAK nucleoprotein
AHNAK2;chr14;104937244;104955141;-;18788;AHNAK nucleoprotein 2
AHR;chr7;16916359;16916388;+;8051;aryl hydrocarbon receptor
AHRR;chr5;321714;321819;+;9480;aryl-hydrocarbon receptor repressor
AHSA1;chr14;77457870;77457982;+;2944;activator of HSP90 ATPase activity 1
AHSA2P;chr2;61177418;61178384;+;9083;activator of HSP90 ATPase homolog 2, pseudogene
AHSG;chr3;186613060;186613354;+;2216;alpha 2-HS glycoprotein
AIDA;chr1;222668013;222669989;-;4232;axin interactor, dorsalization associated
AIDAP1;chr2;11308025;11308941;+;917;AIDA pseudogene 1
AIDAP2;chr4;158270378;158271563;+;3616;AIDA pseudogene 2
AIF1;chr6;31615217;31615293;+;1243;allograft inflammatory factor 1
AIF1L;chr9;131096476;131096660;+;5299;allograft inflammatory factor 1 like
AIFM1;chrX;130124666;130125792;-;13092;apoptosis inducing factor mitochondria associated 1
AIFM2;chr10;70098223;70099619;-;5135;apoptosis inducing factor mitochondria associated 2
AIFM3;chr22;20965108;20965207;+;5260;apoptosis inducing factor mitochondria associated 3
AIG1;chr6;143060496;143060653;+;8431;androgen induced 1
AIG1P1;chr5;39022411;39022558;+;148;androgen induced 1 pseudogene 1
AIM2;chr1;159061599;159062718;-;6426;absent in melanoma 2
AIMP1;chr4;106315544;106315636;+;9258;aminoacyl tRNA synthetase complex interacting multifunctional protein 1
AIMP1P1;chr20;14127400;14128336;+;937;aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1
AIMP2;chr7;6009255;6009378;+;1828;aminoacyl tRNA synthetase complex interacting multifunctional protein 2
AIP;chr11;67468174;67468261;+;2961;aryl hydrocarbon receptor interacting protein
AIPL1;chr17;6393693;6393850;-;3985;aryl hydrocarbon receptor interacting protein like 1
AIRE;chr21;44285838;44286138;+;4678;autoimmune regulator
AIRN;chr6;160003291;160003387;-;4374;antisense of IGF2R non-protein coding RNA
AJAP1;chr1;4654609;4655454;+;12528;adherens junctions associated protein 1
AJM1;chr9;136842478;136842589;+;4642;apical junction component 1 homolog
AJUBA;chr14;22971177;22973568;-;5885;ajuba LIM protein
AJUBA-DT;chr14;22982698;22983081;+;1462;AJUBA divergent transcript
AK1;chr9;127866486;127868076;-;2593;adenylate kinase 1
AK2;chr1;33007986;33013402;-;17967;adenylate kinase 2
AK3;chr9;4709556;4713096;-;4395;adenylate kinase 3
AK3P3;chr7;23129178;23129841;+;664;adenylate kinase 3 pseudogene 3
AK3P5;chr10;32944481;32944999;+;519;adenylate kinase 3 pseudogene 5
AK4;chr1;65147549;65147665;+;7578;adenylate kinase 4
AK4P1;chr17;31345519;31346190;+;672;adenylate kinase 4 pseudogene 1
AK4P3;chr12;31615023;31616622;-;2112;adenylate kinase 4 pseudogene 3
AK4P4;chr9;5855781;5856426;-;646;adenylate kinase 4 pseudogene 4
AK5;chr1;77282019;77282373;+;6948;adenylate kinase 5
AK6;chr5;69350984;69352253;-;2140;adenylate kinase 6
AK7;chr14;96392128;96392259;+;4984;adenylate kinase 7
AK8;chr9;132725578;132725925;-;2731;adenylate kinase 8
AK9;chr6;109492855;109493571;-;10099;adenylate kinase 9
AKAIN1;chr18;5142911;5145755;-;3117;A-kinase anchor inhibitor 1
AKAP1;chr17;57085092;57085158;+;5340;A-kinase anchoring protein 1
AKAP1-DT;chr17;57071814;57072498;-;2008;AKAP1 divergent transcript
AKAP10;chr17;19904302;19906232;-;4839;A-kinase anchoring protein 10
AKAP11;chr13;42272152;42272228;+;9915;A-kinase anchoring protein 11
AKAP12;chr6;151239967;151240059;+;8775;A-kinase anchoring protein 12
AKAP13;chr15;85380571;85380798;+;20280;A-kinase anchoring protein 13
AKAP13-AS1;chr15;85619623;85620018;-;660;AKAP13 antisense RNA 1
AKAP14;chrX;119895837;119895987;+;1170;A-kinase anchoring protein 14
AKAP17BP;chrX;119249346;119250950;-;2719;A-kinase anchoring protein 17B, pseudogene
AKAP3;chr12;4615508;4615894;-;3672;A-kinase anchoring protein 3
AKAP5;chr14;64465499;64465613;+;7512;A-kinase anchoring protein 5
AKAP6;chr14;32329298;32329408;+;19726;A-kinase anchoring protein 6
AKAP7;chr6;131135467;131135782;+;4593;A-kinase anchoring protein 7
AKAP8;chr19;15353385;15355370;-;6299;A-kinase anchoring protein 8
AKAP8L;chr19;15380050;15380430;-;8576;A-kinase anchoring protein 8 like
AKAP9;chr7;91940840;91941147;+;26515;A-kinase anchoring protein 9
